Name,VDW,HB,HP,HM,HS,RT,x-score,q,C,N,O,H,F,P,S,Cl,Br,I,1,2,3,am,ar,his,arg,lys,ile,phe,leu,trp,ala,met,pro,val,cys,asn,gly,ser,gln,tyr,thr,asp,glu,hoh,phis,parg,plys,pile,pphe,pleu,ptrp,pala,pmet,ppro,pval,pcys,pasn,pgly,pser,pgln,ptyr,pthr,pasp,pglu,exp
2bo4,241.6,3.8,15.8,0,38.3,4,4.47,-3,6,0,7,5,0,0,0,0,0,0,11,0,0,0,6,1,4,2,2,1,5,3,3,3,1,0,1,0,3,0,1,1,3,4,1,23,18,35,5,14,15,39,10,31,11,19,28,4,5,23,9,17,20,27,17,34,4.61
4b6p,701.6,6.5,24.6,0.3,36.5,3,6.66,-1,14,0,6,10,5,0,0,0,0,0,27,1,0,0,8,6,7,0,3,1,9,0,4,0,1,5,1,4,8,2,1,2,4,2,4,15,7,10,1,10,1,20,1,19,0,5,13,1,5,12,7,4,4,5,5,12,7.13
4rrf,675.7,6.3,0,0,0,5,6.21,1,13,7,5,20,0,0,0,0,0,0,38,2,0,1,6,2,1,6,2,3,3,1,7,1,4,2,1,0,2,4,0,3,2,2,7,12,3,4,16,10,4,14,1,12,2,5,10,3,7,6,9,1,5,4,5,18,3.62
3hig,606.2,1.6,144.1,3.29,175.3,0,7.08,2,14,7,0,17,0,0,0,0,0,0,22,1,0,0,16,2,1,2,2,3,4,1,6,0,0,5,0,2,2,3,2,8,4,4,2,21,34,44,23,21,42,65,17,42,10,58,52,7,28,50,44,29,33,42,32,41,7.89
5ceq,561,1.5,69.8,1.46,231.9,3,6.27,1,22,6,1,29,0,0,0,0,0,0,53,2,1,0,6,0,0,3,3,3,4,1,5,2,1,5,1,1,4,2,3,0,2,1,2,30,9,12,18,19,12,28,9,14,5,15,23,6,7,18,18,9,6,9,14,18,7.38
4uj2,653.2,3.1,97.4,2.71,200.8,2,7.04,1,19,3,2,17,0,0,0,0,0,1,30,3,0,0,12,1,2,3,2,5,6,0,2,5,2,6,0,1,6,1,1,4,3,3,4,20,9,15,33,22,26,32,6,21,6,14,20,2,15,20,16,13,15,15,19,25,7.1
1sln,725.6,5.2,105.9,3.94,270.2,11,7.02,1,25,6,4,35,0,0,0,0,0,0,50,2,0,2,17,6,0,0,1,6,7,1,5,1,2,2,0,2,2,1,0,2,2,2,2,7,8,7,6,8,10,16,3,13,2,13,8,0,6,13,8,3,8,13,14,9,6.64
1jcx,536.3,11.3,0,0,0,9,5.71,-3,9,1,13,17,0,2,0,0,0,0,33,0,0,0,8,2,4,5,4,3,5,0,5,1,3,1,2,3,3,8,5,0,6,5,2,22,20,44,88,76,60,96,12,92,12,40,80,12,20,64,56,32,24,48,36,106,5.15
4r5b,417.8,3.2,4,0,12.4,4,5.06,0,10,2,10,20,0,0,2,0,0,0,39,4,0,2,0,6,2,0,1,4,8,2,2,0,3,4,1,4,2,2,1,1,2,0,3,11,12,7,24,9,12,26,7,13,2,17,17,1,10,22,18,11,8,12,19,13,6.73
1dy4,550.8,4.1,99.1,2.28,287.5,6,6.44,1,16,1,2,20,0,0,0,0,0,0,30,0,0,0,11,1,3,0,1,1,4,3,4,3,2,2,3,2,3,2,1,8,2,7,2,13,4,7,13,10,15,24,9,27,6,19,21,20,30,51,50,18,20,46,24,19,4.36
3h78,293.7,1.4,63.2,1.64,114.2,0,5.28,-1,7,1,2,6,0,0,0,0,0,0,8,0,0,0,8,1,1,0,0,1,8,0,6,4,2,0,0,2,4,7,2,1,3,1,1,14,11,22,4,16,8,48,2,33,9,18,25,4,9,32,19,16,5,13,21,16,4.24
4o04,603.5,1.9,145.7,2.73,245.6,0,7.12,1,21,3,2,26,0,0,0,0,0,0,44,4,0,1,6,0,0,5,7,4,5,1,3,1,0,6,0,3,8,4,0,2,8,3,2,24,4,7,15,20,10,18,1,14,5,4,10,0,8,15,15,8,7,17,12,18,6.16
2fpz,324.5,2.1,16.2,0,111.9,0,5.1,0,7,3,0,7,0,0,0,0,0,0,11,1,0,0,6,1,2,0,2,0,0,1,3,0,1,3,2,2,8,3,3,2,0,3,1,15,12,12,8,11,4,20,9,14,4,22,25,8,5,21,10,13,10,11,15,9,3.96
3drg,1314.5,7.7,142,4.61,485.2,20,9.31,1,47,12,11,67,0,0,0,0,0,0,108,8,0,8,17,0,3,1,3,10,7,2,9,6,1,5,0,7,9,14,6,8,11,8,3,27,4,9,57,25,20,36,10,46,13,26,35,0,37,44,48,23,32,35,39,23,7
1gj6,605.2,3.9,56.5,1,225.3,0,6.76,1,21,3,1,17,0,0,0,1,0,0,25,1,0,0,20,2,0,3,3,2,3,1,4,1,1,4,5,1,9,5,2,7,1,3,0,32,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,7
4bah,725.1,5.8,97,2.28,223.2,7,7.09,1,22,5,4,32,0,0,0,0,0,0,51,2,0,2,10,1,4,2,4,1,3,3,3,1,1,3,5,3,9,2,0,4,1,5,4,20,5,20,21,17,10,25,9,12,7,15,16,8,10,23,16,8,11,10,19,21,8.7
1zdp,392.6,2.8,61.3,1.31,210.4,5,5.45,-1,12,1,3,14,0,0,1,0,0,0,21,1,0,1,8,3,1,0,2,2,2,1,2,0,0,5,0,3,4,3,0,4,0,4,3,7,8,10,11,18,10,16,3,28,2,8,22,0,19,36,26,13,28,25,25,8,5.74
4ytc,597.3,3.1,54.1,2.7,175.5,0,6.81,0,18,8,0,16,0,0,0,0,0,0,25,2,0,0,18,0,2,4,3,1,6,0,1,2,1,5,0,1,5,2,2,3,1,2,3,7,8,19,23,18,11,29,3,7,9,12,17,5,14,16,15,14,13,10,16,25,7.89
3sue,935,5.4,106.8,3.31,408,6,8.39,0,38,6,9,50,0,0,1,0,0,0,87,7,0,5,11,1,2,3,3,3,4,0,5,0,1,6,0,1,6,5,1,2,5,3,0,5,3,12,6,9,3,13,2,14,2,10,19,4,4,22,18,10,5,19,8,7,9.08
2bok,667,2.7,40.5,0.36,154.9,4,6.36,3,22,5,2,34,0,0,0,0,0,0,54,2,0,2,8,1,2,2,5,3,1,1,4,1,0,4,4,0,9,4,3,4,2,4,4,29,5,12,17,13,12,13,4,13,5,6,16,9,6,20,11,8,8,19,10,16,6.55
3rwp,711.2,3.7,39.6,1.37,139.6,3,6.81,0,24,7,2,24,1,0,0,0,0,0,42,2,0,0,18,1,0,6,5,3,9,0,2,1,1,3,0,3,5,3,1,3,4,2,4,31,7,14,26,18,19,32,2,15,3,14,14,4,6,16,13,8,13,15,13,25,9.22
5b25,791.5,1.8,147,5.39,298.6,2,8.12,1,29,7,1,27,1,0,0,0,0,0,46,3,0,1,21,8,0,1,4,5,3,2,4,2,2,2,1,0,1,2,2,1,6,4,3,29,15,14,18,21,20,37,5,25,8,10,23,7,14,9,22,16,6,25,20,20,10.24
3hku,491.8,4.9,27.6,2.11,206.9,3,6.17,0,12,1,8,21,0,0,1,0,0,0,42,2,0,1,0,6,1,0,1,5,8,6,2,1,3,5,1,4,2,2,1,1,2,0,2,15,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,8.3
2wyg,678.8,0.2,87.5,2.5,285.7,4,6.81,1,20,3,3,24,1,0,2,1,0,0,42,6,0,2,6,3,2,2,5,4,1,1,3,1,0,4,3,0,8,4,3,3,4,4,4,14,6,15,17,13,13,15,4,13,5,6,16,12,8,21,12,9,8,20,14,18,8.7
2xhm,714.5,5,82.1,4.13,308.3,9,7.13,-1,25,3,8,32,0,1,0,0,0,0,49,3,0,3,15,5,3,3,2,6,1,2,7,0,1,3,0,1,4,3,2,6,4,3,6,39,14,24,44,28,33,51,14,53,12,23,33,8,24,25,34,25,29,27,46,51,6.8
2zmm,587.8,3.2,82.9,4.53,191.6,4,6.79,-2,21,2,6,21,0,0,1,0,1,0,39,3,0,2,10,1,7,2,2,2,3,1,1,1,1,2,3,1,6,4,3,2,2,2,1,30,9,17,22,16,14,27,6,13,10,12,16,6,10,14,24,14,9,13,18,27,7.6
2ogy,533.9,6.4,43.4,0.7,112.1,6,5.94,-2,20,7,6,23,0,0,0,0,0,0,41,4,0,3,10,0,2,1,9,1,7,0,3,2,2,2,2,5,5,4,1,1,3,5,1,25,2,12,15,17,7,29,2,36,11,12,16,6,13,13,8,11,2,14,16,20,4.48
3iof,377.4,0,56.8,2.11,355.7,5,5.46,0,13,0,3,21,0,1,1,0,0,0,32,1,0,0,6,3,2,3,2,2,3,2,2,0,1,2,1,2,5,1,1,5,3,2,3,19,7,9,16,10,7,20,3,18,4,15,23,1,7,19,10,7,12,14,13,12,5.22
3g0i,303.8,2.9,80.5,2.49,229.8,4,5.42,0,8,1,1,17,0,0,0,0,0,0,24,1,0,1,0,2,0,1,2,3,4,3,2,3,2,1,2,1,5,1,0,3,3,2,1,12,10,18,16,20,29,42,9,28,9,31,18,3,5,26,30,9,10,24,18,30,3.6
8a3h,555.3,9,0,0,0,4,6.02,1,14,2,9,23,0,0,0,0,0,0,48,2,0,0,0,3,1,1,1,1,1,4,4,0,0,0,0,2,3,10,2,3,3,3,4,36,8,8,10,21,10,16,11,24,7,11,21,0,20,25,22,12,13,11,25,25,4.06
1drk,333.3,10.1,0,0,0,0,5.54,0,5,0,5,10,0,0,0,0,0,0,20,0,0,0,0,1,3,0,2,4,4,0,3,1,3,0,0,5,2,3,3,0,5,5,1,10,3,6,24,12,7,25,0,38,4,9,29,0,16,23,9,17,3,14,21,11,6.82
5mge,272.3,1,32.6,1.2,103.7,2,4.84,0,9,1,3,12,0,0,0,1,0,0,22,3,0,1,0,0,0,0,2,3,3,1,1,1,3,3,1,3,2,0,0,1,1,1,1,15,2,5,14,4,7,11,2,4,5,6,7,2,5,4,8,1,3,7,11,8,4.06
1ppm,824.3,5.9,123.2,6.07,373.5,15,7.6,-1,29,3,9,39,0,1,0,0,0,0,61,4,0,3,14,0,0,0,6,5,7,1,5,0,1,1,0,5,12,10,3,3,5,8,2,33,3,0,5,13,20,21,3,24,0,12,23,2,15,40,46,25,14,30,23,4,5.8
2f9k,316.7,10.4,0,0,0,2,5.34,-3,5,2,7,6,0,2,0,0,0,0,14,2,0,0,6,0,3,3,2,3,3,0,2,1,0,1,0,0,2,3,3,3,5,9,1,33,4,15,21,21,14,40,4,30,6,12,23,6,9,19,12,24,22,12,22,27,7.07
3d4y,388.8,6,0,0,0,1,5.37,0,8,2,4,12,0,0,0,0,0,0,25,2,0,0,0,3,2,0,2,2,2,2,2,1,2,0,0,1,3,1,0,5,2,8,2,26,44,55,51,40,44,100,21,52,28,58,72,11,39,61,73,57,38,57,63,52,5.7
3t82,456.3,4.4,11.4,0.27,110.3,7,5.24,0,10,1,10,17,0,0,1,0,0,0,34,4,0,1,0,6,2,0,1,5,8,5,2,1,3,5,1,4,4,2,1,1,2,0,3,11,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7
3mam,213.9,1,0,0,0,1,4.29,0,5,1,2,11,0,0,0,0,0,0,16,0,0,0,2,0,2,1,0,2,0,0,5,0,2,2,0,3,1,0,1,3,5,3,2,17,0,10,24,18,10,28,2,24,5,10,22,0,12,16,7,11,13,9,23,26,4.12
1f73,443.4,9.2,3.1,0.27,26.4,8,5.33,-1,11,1,9,20,0,0,0,0,0,0,36,1,0,1,2,0,0,2,5,5,4,1,3,3,1,2,0,2,5,4,1,6,3,1,3,15,4,8,27,22,14,31,1,25,8,7,16,2,13,25,13,7,13,14,14,24,2.39
4elh,761.5,2.4,137.1,4.98,244.1,6,7.56,1,28,6,3,35,0,0,0,0,0,0,54,2,0,1,18,1,3,5,6,4,5,1,2,3,4,2,0,4,4,1,1,6,4,1,2,22,6,8,11,11,9,11,2,5,7,9,14,2,9,11,3,4,11,8,7,18,8.09
2hzy,471.4,7.9,23.7,0,58.5,7,5.5,-3,7,0,7,8,0,1,0,0,0,0,15,1,0,0,6,1,2,1,2,2,5,2,4,4,2,3,0,1,6,6,2,4,2,3,3,13,14,19,16,21,21,39,7,27,16,31,23,6,16,39,34,22,10,21,22,14,7.39
3t8v,937.9,7.1,126,4.87,356.2,18,7.73,1,29,4,7,43,0,0,0,0,0,0,66,3,0,3,12,3,3,2,1,3,7,1,5,3,1,6,2,8,4,2,2,5,8,1,7,26,17,29,83,54,48,92,6,39,21,32,51,6,63,30,62,27,55,52,59,63,6.59
1bxr,801.1,14.4,0,0,0,6,7.24,-3,10,6,12,13,0,3,0,0,0,0,30,1,0,2,13,1,5,2,8,4,3,1,4,4,3,2,1,3,10,7,4,2,5,3,6,18,15,69,56,71,34,83,4,112,31,44,94,14,36,83,46,35,31,60,64,91,3.4
5ulp,737,5.2,4.8,0.67,51.8,8,6.3,1,21,7,5,27,1,0,0,0,0,0,49,1,0,0,14,2,4,4,1,1,4,1,1,3,2,4,2,0,10,5,0,4,2,3,4,36,4,22,16,7,3,24,6,15,8,10,22,6,5,30,22,6,12,15,8,21,4.61
4f0c,792.6,9.9,26.6,0.61,123,19,6.12,-2,20,6,12,30,0,0,2,0,0,0,53,4,0,4,8,2,4,3,2,5,1,4,5,0,3,4,0,4,8,2,3,2,0,1,3,22,7,10,14,14,16,20,7,17,3,11,17,0,10,13,13,11,9,11,11,14,6.27
1h2t,886.9,11.1,0,0,0,12,6.85,-3,21,10,18,28,0,3,0,0,0,0,68,7,0,4,6,1,8,2,0,4,3,1,1,0,0,2,2,1,9,2,6,4,2,5,1,11,28,35,40,39,40,86,14,44,19,40,53,19,29,17,49,35,24,32,34,51,7.89
1xq0,445.8,2,43.1,3.12,135.3,4,5.76,0,16,6,3,13,0,0,1,0,1,0,24,4,1,1,12,6,2,0,1,5,8,5,2,0,3,5,1,3,3,2,1,2,2,1,3,10,12,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,6.34
4poh,623.4,1.5,222.8,3.78,382.4,0,7.72,-1,21,0,2,23,0,0,0,0,0,0,35,4,0,0,8,1,2,2,6,5,11,1,6,0,1,4,2,2,4,3,2,0,3,2,3,9,7,12,12,12,10,32,2,20,6,12,13,4,6,10,11,5,3,7,12,18,8
2ha3,217.6,1,0,0,0,1,4.31,1,5,1,1,14,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,4,1,4,3,1,1,2,0,0,7,3,1,7,1,0,3,15,10,37,8,15,27,58,13,48,8,45,45,6,17,47,32,22,19,27,27,27,3.03
2wed,753.8,4.1,119.9,4.01,315.2,7,7.49,-1,29,2,7,32,0,1,0,0,0,0,50,3,0,2,19,0,0,0,5,5,5,1,3,0,1,0,0,3,7,8,4,2,6,6,2,27,3,0,5,13,20,21,3,24,0,12,23,2,15,40,46,25,14,30,23,4,6.1
2rin,347.7,0.5,11.9,0,73.5,3,4.76,1,7,1,2,16,0,0,0,0,0,0,24,1,0,0,0,1,1,1,3,2,3,3,2,5,1,3,0,3,5,0,0,2,5,3,4,9,3,6,20,14,9,25,5,28,7,12,20,2,15,29,13,5,8,22,23,22,4
3f78,277.6,0,11.7,0.51,49.3,2,4.56,0,3,0,1,2,5,0,0,1,0,0,11,0,0,0,0,0,1,3,8,5,7,0,0,0,0,5,0,0,1,0,1,3,1,1,2,10,4,3,20,13,15,17,1,12,4,4,10,0,5,8,11,7,6,13,16,11,3.1
4nja,486.4,4.5,60.7,2.15,55.7,1,6.18,-4,17,0,10,9,0,0,3,0,0,0,14,0,0,0,28,1,4,0,1,1,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,6,3,12,13,10,9,15,3,14,2,14,12,4,12,14,34,10,10,21,14,12,6.22
2h15,454.9,4.3,23.6,2.11,190.5,2,6.02,0,12,2,7,22,0,0,1,0,0,0,42,2,0,2,0,6,1,0,1,5,8,6,2,1,3,5,0,4,2,2,1,1,2,0,3,8,11,7,23,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,5.67
2j7e,532.3,6.7,9.5,0,35.1,4,5.83,0,11,2,6,16,0,0,0,0,0,0,33,3,0,0,0,3,1,1,2,5,1,5,5,1,0,3,0,8,2,4,1,4,4,0,4,18,12,22,28,30,25,29,15,28,5,20,38,1,24,36,17,9,26,13,26,32,7.32
7upj,664.6,3.2,113.2,3.91,364.5,3,7.43,0,27,1,5,29,0,0,1,0,0,0,49,5,0,1,12,0,2,1,5,1,4,0,1,1,2,3,0,1,6,0,0,0,3,3,0,24,1,4,6,13,2,12,2,3,2,6,6,2,3,13,1,6,1,8,4,4,8.49
1fjs,768,3.3,75.1,1.64,129.7,6,6.88,0,25,6,5,24,2,0,0,0,0,0,42,1,0,0,22,1,3,3,5,3,1,1,4,1,0,4,5,0,9,4,2,3,3,4,4,19,5,14,17,13,12,13,4,13,5,6,16,9,7,22,11,9,8,20,11,19,9.96
2pvk,659.3,1.7,70.3,1.98,205.3,2,6.79,0,19,7,0,14,0,0,0,1,0,0,27,4,1,0,12,1,3,7,5,3,6,1,0,1,1,6,1,3,2,1,0,1,1,3,4,24,12,19,28,19,12,36,5,16,8,13,24,3,17,16,11,12,22,8,25,21,8.3
1d4k,1026.9,3.4,183.3,6.47,499.5,10,9.04,1,41,4,6,55,0,0,0,0,0,0,86,3,0,3,18,0,2,1,6,1,4,0,1,1,2,3,0,2,6,0,0,0,3,3,0,11,1,4,7,13,2,10,2,3,2,7,7,0,4,13,0,5,1,8,4,4,9.22
2v2h,244.9,7.1,0,0,0,2,4.8,-2,2,0,6,2,0,1,0,0,0,0,5,0,0,0,5,1,0,2,3,2,2,2,6,0,1,5,1,3,6,3,1,2,1,0,2,22,5,9,16,17,7,18,6,33,2,7,24,2,10,18,18,11,5,11,10,12,3.77
3f5k,969.4,7.9,0,0,0,13,6.85,0,30,0,26,52,0,0,0,0,0,0,112,0,0,0,0,2,2,0,1,4,5,6,3,2,0,4,0,8,1,8,7,7,5,3,2,39,11,22,26,19,24,35,13,44,9,21,27,4,31,38,23,26,35,25,25,14,4.62
3ddf,430.6,6.8,17.6,1.35,50.3,4,5.65,1,13,2,4,19,0,0,0,0,0,0,31,1,0,1,6,5,4,0,3,2,1,2,2,1,3,0,0,1,5,1,0,5,2,6,2,49,44,55,51,40,44,100,21,52,28,58,72,11,39,61,73,56,38,57,63,52,4.66
4aoi,700.5,2.9,96,1.62,146.2,2,6.99,0,19,8,0,12,0,0,0,0,0,0,25,5,1,0,12,4,4,3,1,2,7,0,5,4,1,6,3,2,4,2,0,4,0,6,0,24,12,13,20,15,15,34,4,14,9,15,25,6,10,18,19,8,10,14,14,14,8.4
1fkn,1042.7,11,96.3,5.63,474,24,8.12,-2,41,8,14,62,0,0,0,0,0,0,99,7,0,7,12,0,3,5,5,3,5,3,4,0,1,6,0,2,10,8,3,5,6,4,1,33,7,19,15,23,20,29,7,24,8,19,34,6,15,34,30,16,19,23,21,22,8.8
3vw1,635.3,0,166.4,4.93,154,2,7.16,0,25,3,0,31,0,0,0,0,0,0,43,0,0,0,18,1,5,2,4,6,12,3,7,6,0,2,2,1,3,4,3,2,2,3,2,3,4,15,7,10,9,20,3,27,9,3,5,2,4,8,9,7,5,12,12,13,4.67
5ja0,565.9,3.5,138.6,2.35,383.3,10,6.38,-2,15,0,7,25,0,2,0,0,0,0,40,3,0,0,5,0,5,3,2,4,5,0,4,1,3,5,0,1,3,1,3,3,2,1,2,16,3,15,20,21,14,40,4,30,5,12,21,6,9,17,11,24,22,11,20,26,5.22
3d6p,314.2,3,4.1,0,23.3,3,4.73,1,13,3,6,20,0,0,0,0,0,0,38,3,0,3,0,2,1,4,3,3,1,0,2,1,1,5,1,2,0,1,1,0,2,2,0,27,4,4,10,3,3,2,0,12,4,4,9,8,10,3,15,7,6,10,5,5,3.75
1vfn,268.4,3,0,0,0,0,4.75,0,5,4,1,4,0,0,0,0,0,0,10,4,0,1,0,1,0,1,1,2,4,0,5,2,1,4,1,4,4,3,0,2,1,0,3,16,6,17,9,10,15,25,3,18,11,12,23,4,13,28,11,15,8,13,10,19,5.6
1fzq,551.9,8.9,0,0,0,5,5.92,-2,10,5,11,12,0,2,0,0,0,0,32,4,0,1,5,0,1,4,2,0,8,1,5,0,0,3,1,2,3,2,2,0,4,4,1,29,2,9,11,14,5,23,4,10,1,5,10,3,8,12,12,11,3,10,10,13,7.62
4crb,855.6,2.8,67.6,3.41,286.1,6,7.61,0,28,7,4,24,0,0,0,1,0,0,41,6,0,3,18,2,3,4,5,1,3,2,6,0,1,4,5,0,9,2,3,4,5,4,1,23,8,12,15,19,3,15,8,13,2,8,17,8,8,24,13,12,11,17,10,15,7.57
3rm4,554.6,2.1,51.4,2.19,152,4,6.13,1,14,6,1,20,0,0,0,0,1,0,36,2,0,0,6,2,2,1,3,3,1,6,9,2,1,3,0,2,6,1,0,7,4,4,3,21,6,7,19,20,20,28,11,29,8,21,16,6,25,34,19,20,24,26,18,16,5.77
1ro6,495.5,2.2,111.6,2.74,208.2,4,6.23,0,16,1,3,21,0,0,0,0,0,0,35,1,0,1,6,6,2,1,3,3,2,1,1,3,2,4,1,1,1,3,2,3,2,4,3,15,16,13,15,19,13,39,5,24,15,11,21,4,18,9,22,16,10,22,29,23,6.46
4abd,347.5,2.1,24.5,0.27,106.2,1,5.16,1,11,2,0,13,0,0,0,0,0,0,19,2,0,0,6,1,0,3,3,0,1,1,2,0,1,3,3,1,8,5,2,3,0,2,0,20,3,2,14,15,3,14,4,14,2,8,17,12,16,25,34,10,10,10,6,4,4.4
5sym,743.8,0,82.5,2.11,154.8,2,6.98,1,18,3,3,18,3,0,0,1,0,0,36,4,0,2,6,1,1,1,3,3,9,2,2,2,4,3,1,1,5,6,3,0,1,4,2,18,6,6,11,18,8,22,3,21,7,17,12,5,8,19,15,11,3,12,11,8,6.55
2on6,491.5,2.3,7.1,0.01,0.9,2,5.44,1,11,4,4,15,0,0,0,0,0,0,30,4,0,2,0,1,2,1,3,4,3,0,5,3,1,6,2,3,5,4,0,2,3,0,4,14,7,17,11,12,16,26,3,21,12,14,22,4,11,26,13,13,9,14,13,18,6.76
3k1j,669,8.6,0,0,0,5,6.36,-2,10,5,10,12,0,2,0,0,0,0,29,1,0,0,11,0,7,2,3,3,7,0,3,3,1,3,0,0,9,2,5,1,4,4,4,25,11,34,45,49,12,46,1,51,14,27,50,3,9,44,24,21,10,30,24,62,6.4
3old,1187.1,12.7,15.3,0.58,27.9,15,8.08,1,37,1,28,64,0,0,0,0,0,0,134,1,0,0,0,5,5,2,5,2,5,3,6,2,5,5,1,5,8,1,2,2,2,6,3,24,11,28,22,28,26,25,17,27,10,23,35,11,42,50,32,13,21,21,34,19,5.9
4b74,753.8,3.4,78.1,2.39,331.3,9,6.96,2,21,3,2,29,1,0,0,1,0,0,44,1,0,1,12,3,4,0,2,2,8,0,3,1,5,7,1,2,4,4,2,2,2,5,1,23,15,33,19,33,18,49,6,56,9,42,60,21,13,63,49,22,23,63,31,20,7.66
1yq7,344.6,9,23.4,0,68.1,2,5.5,-3,7,1,7,7,0,2,0,0,0,0,12,0,0,0,12,0,3,3,2,4,4,0,2,1,0,2,1,0,2,3,3,3,5,9,1,17,3,15,20,21,14,40,4,29,5,12,22,6,9,18,12,23,21,12,21,27,7.09
1e5j,639.4,7,3.1,0.25,13.4,11,5.68,0,25,0,19,44,0,0,2,0,0,0,93,0,0,0,0,5,1,1,1,1,2,4,3,0,0,0,0,2,6,8,2,3,4,1,3,40,8,8,10,21,10,16,11,25,7,11,21,0,20,25,23,12,13,11,25,25,4
5jg1,991.6,4,133.5,5.19,352.5,11,8.34,0,33,2,8,50,0,0,1,0,0,0,88,3,0,2,6,0,2,1,5,1,3,0,1,1,2,3,0,2,6,0,0,0,3,3,0,28,1,4,7,15,2,10,2,5,2,6,6,0,3,13,1,5,1,8,4,4,8.72
5nk9,648,3,103.7,5.38,328.6,1,7.63,0,25,4,3,27,0,0,1,1,0,0,46,4,0,2,12,0,4,4,6,3,3,0,4,3,0,5,0,3,4,1,0,2,2,2,6,27,5,18,19,21,11,23,5,20,14,14,20,4,9,19,16,8,11,14,15,19,6.14
3i4b,746.5,3.8,98.4,1.72,298.9,2,7.47,0,24,5,2,23,0,0,0,0,0,0,35,3,0,1,18,2,2,4,2,2,9,0,1,1,2,11,1,3,4,3,2,3,1,4,2,41,7,24,21,20,16,37,2,21,4,27,28,8,12,18,22,15,18,22,19,18,8.15
4a4q,1067.6,2.8,179.4,7.49,477.5,11,9.16,1,42,5,6,50,0,0,0,0,0,0,78,3,0,3,24,0,4,2,8,2,9,0,2,2,4,7,0,3,12,0,0,0,8,6,1,32,2,8,12,24,4,22,4,6,4,14,12,4,6,26,2,12,2,18,8,8,9.4
3wgg,942.6,6.2,23.7,0.48,54.2,10,7.06,-2,21,7,14,27,0,2,0,0,0,0,60,4,0,1,10,1,3,2,7,5,5,0,5,1,3,4,1,5,3,3,1,2,2,3,2,29,2,13,16,21,10,24,1,10,3,5,14,1,16,15,10,6,9,9,14,14,4.4
3lpp,590.4,6.4,0,0,0,8,5.63,-1,12,0,12,24,0,0,2,0,0,0,47,0,0,0,3,1,4,2,2,2,5,4,0,2,1,3,0,4,1,4,1,3,1,8,1,17,19,37,32,56,48,66,23,41,15,47,58,14,57,58,50,47,42,65,56,38,6.22
4xaq,434.3,8.8,37.2,0.36,103.1,2,5.98,-1,8,1,4,10,0,0,0,0,0,0,20,0,0,0,4,0,4,1,1,2,3,1,2,0,2,2,0,1,5,10,1,3,2,5,3,16,10,38,13,18,27,40,8,52,7,18,30,6,16,30,32,14,15,19,24,26,7.14
3oil,473.1,2.4,59,1.69,229.7,3,5.97,0,20,1,4,29,0,0,1,0,0,0,49,2,0,1,6,6,2,1,1,4,8,5,1,0,3,4,1,3,4,3,2,1,2,0,3,12,11,7,24,9,12,26,7,12,1,17,17,1,9,22,18,12,8,12,19,13,5.68
3gta,607.5,3.8,80.9,2.78,261.8,5,6.7,1,29,4,2,37,0,0,1,0,0,0,60,3,0,2,12,3,2,3,0,3,2,3,0,0,1,2,1,0,2,1,2,1,2,3,1,16,4,4,4,2,8,8,4,7,1,7,2,3,2,10,4,4,3,3,4,6,4.28
3uxd,300.6,0.6,55,2,164.3,0,5.34,0,6,3,0,3,0,0,0,2,0,0,8,1,0,0,6,0,1,2,10,2,5,1,3,1,1,6,0,1,2,3,0,0,2,1,1,7,0,22,16,31,5,28,1,16,5,9,15,0,11,11,21,4,9,5,12,26,4.41
3myq,477.3,3.4,79.4,3.28,199.5,4,6.21,0,18,4,3,13,0,0,2,1,0,0,22,4,0,1,17,6,1,0,1,5,8,5,2,0,3,4,1,3,4,2,2,1,3,0,3,10,11,7,24,9,12,26,7,13,1,17,17,1,10,22,17,11,8,12,19,13,7.52
5caq,626.6,3,47.4,2.36,154.3,2,6.67,0,20,7,1,26,1,0,0,0,0,0,45,1,0,0,12,0,2,5,4,3,7,0,2,3,2,6,2,1,6,1,1,1,2,2,2,7,7,15,21,25,8,30,6,17,12,17,23,6,8,15,16,10,12,12,20,21,8.57
1g45,331,2.8,57.6,2.95,145.7,3,5.48,0,14,2,3,13,1,0,1,0,0,0,18,3,0,2,12,7,1,0,1,3,7,5,3,0,3,5,1,3,2,2,2,1,2,0,2,12,12,7,24,9,11,26,7,13,1,17,18,1,10,22,17,11,8,12,19,13,8.64
1jev,953.8,9.7,103.6,1.09,234.7,13,7.69,2,23,6,4,38,0,0,0,0,0,0,59,3,0,2,8,4,4,1,2,2,4,2,5,2,3,3,2,9,3,7,1,11,3,2,4,37,11,17,43,23,16,44,13,40,3,31,44,2,36,22,28,18,28,30,39,29,6.89
3l59,311.1,1.8,45.1,3.36,196.8,2,5.5,1,12,3,1,15,0,0,0,1,0,0,22,1,0,1,9,0,2,3,4,2,2,2,1,0,1,4,0,1,8,5,2,3,5,3,0,12,7,17,15,24,20,29,7,24,8,19,34,6,15,34,30,16,19,23,21,22,3.7
